text,label,department
Drinking water supply has been stopped for days in Old Bus Stand. Residents are without water for cooking and bathing. Please take necessary steps This has been ongoing for weeks.,neutral,water
Collapsed boundary wall at Temple Street is a safety risk to children and pedestrians. Please fix immediately,urgent,civil
Frequent power cuts in Old Bus Stand disrupt businesses and studies. Need immediate repair to transformer. This is causing significant inconvenience to residents. This is an emergency,urgent,electricity
Future requirement for public toilet maintenance in main road.,later,sanitation
The road near Market Area is washed away and is impassable during rains; please repair urgently. This is causing significant inconvenience to residents. Please take necessary steps This has been ongoing for weeks.,neutral,roads
Delay in issuing building permit for Lake Road stalls legitimate construction. This is causing significant inconvenience to residents. Urgent action needed,urgent,civil
Delay in issuing building permit for Near City Park stalls legitimate construction. This requires immediate attention,urgent,civil
Citizens have requested better construction of bus stand in main road.,neutral,roads
"Drinking water supply has been stopped for days in Block A. Residents are without water for cooking and bathing. This is causing significant inconvenience to residents. Not urgent, can wait Please coordinate with the local ward member.",later,water
Public structure at Old Bus Stand needs inspection and repair; cracks appearing on walls. Children and patients are particularly impacted. Can be scheduled later,later,civil
Sewage overflow at Market Area contaminates street and poses health risks. Local shops are losing business due to this. Request to address when possible,neutral,sanitation
A fallen electric pole on Temple Street poses a danger; urgent fix required. This is causing significant inconvenience to residents.,later,electricity
Delay in issuing building permit for Block A stalls legitimate construction. Request to address when possible,neutral,civil
The road near Temple Street is washed away and is impassable during rains; please repair urgently. This is an emergency,urgent,roads
Dirty water is coming from the tap in Lake Road. Suspect contamination near the supply source. Families and elderly are affected. Please look into this This has been ongoing for weeks.,neutral,water
